epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,207.913,0.27101,0.52121,0.94553,0.91552,0.79691,0.88075,0.8575,0.17704,0.43238,0.2397,0.008416,0.008416,0.008416
18,219.591,0.26831,0.51542,0.93645,0.89026,0.78194,0.88599,0.86697,0.25136,0.43784,0.28831,0.008317,0.008317,0.008317
19,231.27,0.2595,0.50131,0.93644,0.54981,0.92036,0.82149,0.7678,0.32181,1.2261,0.43927,0.008218,0.008218,0.008218
20,243.033,0.25734,0.50358,0.94108,0.89385,0.78726,0.86211,0.82484,0.22644,0.47732,0.36813,0.008119,0.008119,0.008119
21,254.695,0.25626,0.50133,0.93207,0.55255,0.92661,0.72581,0.68474,0.34299,1.8072,0.50865,0.00802,0.00802,0.00802
22,266.337,0.24494,0.50863,0.93775,0.81282,0.83489,0.88335,0.84591,0.30954,0.47693,0.44369,0.007921,0.007921,0.007921
23,278.026,0.23955,0.48913,0.92655,0.73529,0.81333,0.85784,0.80184,0.32105,0.55388,0.52169,0.007822,0.007822,0.007822
24,289.722,0.2337,0.47517,0.9265,0.89317,0.83174,0.90859,0.90166,0.15449,0.38649,0.25121,0.007723,0.007723,0.007723
25,301.38,0.22714,0.4692,0.92318,0.84627,0.74629,0.8274,0.79815,0.29371,0.58758,0.38756,0.007624,0.007624,0.007624
26,313.129,0.23289,0.47255,0.92637,0.72161,0.78614,0.85486,0.83031,0.23326,0.53089,0.36441,0.007525,0.007525,0.007525
27,324.868,0.22741,0.46941,0.92118,0.94384,0.76386,0.87613,0.85046,0.21448,0.4511,0.32569,0.007426,0.007426,0.007426
28,336.508,0.21926,0.46738,0.92137,0.84419,0.86081,0.91067,0.88654,0.22847,0.41432,0.2755,0.007327,0.007327,0.007327
29,348.107,0.21645,0.46239,0.91729,0.84844,0.82649,0.8799,0.8647,0.1634,0.38595,0.24406,0.007228,0.007228,0.007228
30,359.837,0.2124,0.45053,0.92022,0.54698,0.98305,0.8299,0.80671,0.21208,1.06569,0.32101,0.007129,0.007129,0.007129
31,371.545,0.20889,0.4383,0.91861,0.7031,0.80769,0.89122,0.86903,0.20492,0.63039,0.30151,0.00703,0.00703,0.00703
32,383.17,0.20815,0.44723,0.92543,0.88625,0.81628,0.89354,0.88246,0.15163,0.43711,0.23669,0.006931,0.006931,0.006931
33,394.895,0.20468,0.44477,0.91699,0.79947,0.78593,0.89581,0.88172,0.18171,0.51294,0.27544,0.006832,0.006832,0.006832
34,406.792,0.2018,0.44942,0.91636,0.8513,0.75557,0.864,0.84339,0.21026,0.46494,0.31657,0.006733,0.006733,0.006733
35,418.522,0.20361,0.44118,0.91294,0.55805,0.88454,0.78275,0.75586,0.2592,1.80789,0.47005,0.006634,0.006634,0.006634
36,430.179,0.20191,0.43695,0.91851,0.64532,0.84862,0.88037,0.84342,0.26184,0.74142,0.36571,0.006535,0.006535,0.006535
37,441.862,0.19426,0.44307,0.91025,0.87535,0.78921,0.83999,0.81724,0.2815,0.50281,0.44166,0.006436,0.006436,0.006436
38,453.593,0.18916,0.44221,0.91709,0.89848,0.80991,0.89989,0.88738,0.15025,0.39065,0.2068,0.006337,0.006337,0.006337
39,465.553,0.18805,0.43782,0.90556,0.84074,0.8423,0.90397,0.88979,0.16606,0.4063,0.23143,0.006238,0.006238,0.006238
40,477.435,0.18727,0.43041,0.9085,0.90921,0.78411,0.862,0.85031,0.1839,0.44068,0.2684,0.006139,0.006139,0.006139
41,489.217,0.18391,0.42566,0.90797,0.87452,0.78263,0.88848,0.87831,0.15738,0.40371,0.21775,0.00604,0.00604,0.00604
42,501.226,0.17913,0.41367,0.90694,0.92446,0.78555,0.89845,0.89299,0.16079,0.41988,0.21947,0.005941,0.005941,0.005941
43,513.111,0.17777,0.42921,0.90605,0.75141,0.8757,0.89308,0.8717,0.22423,0.47397,0.29054,0.005842,0.005842,0.005842
