epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,1108.45,0.10081,0.32813,0.88389,0.8651,0.85919,0.93446,0.93279,0.09868,0.3682,0.14862,0.001486,0.001486,0.001486
88,1120.96,0.10135,0.31557,0.88473,0.88223,0.85514,0.92612,0.92487,0.13274,0.33272,0.17275,0.001387,0.001387,0.001387
89,1133.47,0.10169,0.31576,0.88224,0.82979,0.87695,0.91394,0.91287,0.10546,0.35256,0.14809,0.001288,0.001288,0.001288
90,1145.98,0.09448,0.32525,0.8844,0.82982,0.92591,0.94143,0.94088,0.08005,0.30585,0.12345,0.001189,0.001189,0.001189
91,1184.56,0.16139,0.39715,0.9406,0.78861,0.82122,0.88938,0.8885,0.08823,0.41137,0.13886,0.00109,0.00109,0.00109
92,1196.98,0.12841,0.27702,0.90606,0.84993,0.8878,0.93312,0.93257,0.07068,0.29718,0.11264,0.000991,0.000991,0.000991
93,1209.41,0.1221,0.25965,0.89394,0.86054,0.87004,0.93293,0.93239,0.06458,0.28522,0.10291,0.000892,0.000892,0.000892
94,1221.83,0.12472,0.26159,0.90003,0.87761,0.85884,0.93204,0.93148,0.06675,0.27595,0.11286,0.000793,0.000793,0.000793
95,1234.24,0.11319,0.25594,0.88523,0.88944,0.84488,0.92425,0.92366,0.06259,0.29619,0.11001,0.000694,0.000694,0.000694
96,1246.67,0.11226,0.25878,0.88613,0.87508,0.85048,0.9246,0.92405,0.06735,0.3051,0.11279,0.000595,0.000595,0.000595
97,1259.11,0.11362,0.23844,0.88873,0.89458,0.87329,0.93479,0.9342,0.05763,0.26322,0.10386,0.000496,0.000496,0.000496
98,1271.56,0.10691,0.24272,0.87796,0.90732,0.87312,0.93368,0.93314,0.05488,0.29445,0.1021,0.000397,0.000397,0.000397
99,1284.28,0.10492,0.23384,0.88496,0.87134,0.90401,0.93942,0.93884,0.05289,0.26705,0.09851,0.000298,0.000298,0.000298
100,1296.7,0.10204,0.23011,0.88257,0.90481,0.87843,0.93969,0.93969,0.05374,0.27772,0.09638,0.000199,0.000199,0.000199
