               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  85,             0.01914,           0.0072835,           0.0033931,             0.78575,              0.7783,             0.86677,             0.78441,            0.012498,           0.0053855,           0.0024282,            0.001684,            0.001684,            0.001684
                  86,             0.01922,           0.0073581,           0.0033905,              0.8284,             0.76473,             0.86749,              0.7863,            0.012637,           0.0053553,           0.0020977,            0.001585,            0.001585,            0.001585
                  87,            0.019591,           0.0072105,           0.0034339,             0.88038,              0.7424,             0.86598,             0.78384,            0.012427,            0.005493,           0.0020776,            0.001486,            0.001486,            0.001486
                  88,            0.019372,           0.0072868,           0.0033248,             0.86414,             0.71797,             0.86111,             0.77663,            0.012615,           0.0053692,           0.0021835,            0.001387,            0.001387,            0.001387
                  89,            0.018709,           0.0073234,            0.003319,             0.87898,             0.73135,             0.86231,             0.78742,            0.012176,            0.005313,           0.0021577,            0.001288,            0.001288,            0.001288
                  90,            0.019069,           0.0072492,           0.0032943,             0.84822,             0.77889,             0.87333,              0.7975,            0.012277,            0.005375,           0.0020199,            0.001189,            0.001189,            0.001189
                  91,            0.018615,           0.0071352,           0.0034189,             0.84113,             0.77739,             0.87007,              0.7892,            0.012411,            0.005401,           0.0021043,             0.00109,             0.00109,             0.00109
                  92,            0.018541,            0.006987,           0.0031505,             0.83397,             0.76207,             0.86987,             0.79271,            0.012169,           0.0053495,            0.002037,            0.000991,            0.000991,            0.000991
                  93,            0.018751,           0.0069782,           0.0031909,             0.83061,             0.77923,             0.86804,             0.78836,             0.01227,           0.0054592,           0.0020279,            0.000892,            0.000892,            0.000892
                  94,            0.018617,           0.0070882,           0.0032355,              0.8637,             0.76351,             0.87417,             0.79411,             0.01217,           0.0053123,           0.0020063,            0.000793,            0.000793,            0.000793
                  95,            0.018123,           0.0068504,            0.003224,             0.88392,             0.74305,              0.8716,             0.79428,            0.012365,           0.0055056,           0.0020374,            0.000694,            0.000694,            0.000694
                  96,             0.01856,           0.0067729,           0.0029702,             0.87289,             0.75523,              0.8728,             0.79993,            0.012075,           0.0053984,           0.0021205,            0.000595,            0.000595,            0.000595
                  97,            0.017808,           0.0069473,           0.0032386,             0.92894,             0.70445,             0.87825,             0.80221,            0.012054,           0.0054386,           0.0019975,            0.000496,            0.000496,            0.000496
                  98,             0.01759,           0.0068645,           0.0034215,             0.87658,             0.75178,             0.87708,             0.80193,            0.011949,           0.0054417,           0.0019638,            0.000397,            0.000397,            0.000397
                  99,             0.01795,           0.0067364,            0.003278,             0.86571,             0.74753,             0.87571,             0.80091,            0.012008,           0.0054542,           0.0019593,            0.000298,            0.000298,            0.000298
