epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,1823,0.09763,0.30891,0.88377,0.90108,0.85262,0.92513,0.92465,0.06969,0.30703,0.11771,0.001783,0.001783,0.001783
85,1842.99,0.09724,0.30579,0.88918,0.90801,0.82732,0.92725,0.9267,0.0752,0.29067,0.12233,0.001684,0.001684,0.001684
86,1863,0.09549,0.30746,0.88124,0.87811,0.88696,0.94506,0.94355,0.07491,0.25661,0.10979,0.001585,0.001585,0.001585
87,1882.94,0.09008,0.30647,0.881,0.91383,0.84419,0.92767,0.92767,0.07417,0.27857,0.1086,0.001486,0.001486,0.001486
88,1903.93,0.09167,0.29622,0.88194,0.92041,0.84634,0.93346,0.93291,0.06292,0.27198,0.10626,0.001387,0.001387,0.001387
89,1923.8,0.09226,0.28778,0.88047,0.83298,0.87307,0.92085,0.92037,0.06952,0.31665,0.1129,0.001288,0.001288,0.001288
90,1943.88,0.08629,0.29794,0.88282,0.88927,0.84423,0.93231,0.93178,0.0694,0.28768,0.11315,0.001189,0.001189,0.001189
91,1992.13,0.15132,0.37646,0.93657,0.60438,0.92569,0.85051,0.84829,0.10689,0.85826,0.14253,0.00109,0.00109,0.00109
92,2011.73,0.12512,0.24371,0.90192,0.81724,0.79538,0.90117,0.89994,0.09842,0.38997,0.14623,0.000991,0.000991,0.000991
93,2031.34,0.11656,0.23842,0.89143,0.8717,0.8797,0.91925,0.91925,0.05509,0.26805,0.09971,0.000892,0.000892,0.000892
94,2051.52,0.11274,0.22301,0.88957,0.83352,0.80615,0.90378,0.90378,0.07068,0.37781,0.12183,0.000793,0.000793,0.000793
95,2072.11,0.10728,0.22981,0.88176,0.89449,0.85344,0.92115,0.92115,0.06002,0.27883,0.10016,0.000694,0.000694,0.000694
96,2092.68,0.10719,0.2284,0.88359,0.88401,0.86528,0.92772,0.92772,0.05529,0.26938,0.09755,0.000595,0.000595,0.000595
97,2113.67,0.10756,0.21783,0.8833,0.89146,0.8782,0.93519,0.93519,0.05436,0.27086,0.10266,0.000496,0.000496,0.000496
98,2134.67,0.1008,0.20442,0.87372,0.91616,0.86363,0.93621,0.93621,0.04444,0.25071,0.08827,0.000397,0.000397,0.000397
99,2155.35,0.09952,0.20907,0.88107,0.88557,0.89934,0.93343,0.93343,0.04693,0.24739,0.09243,0.000298,0.000298,0.000298
100,2176.62,0.0969,0.19369,0.87963,0.8957,0.89708,0.93507,0.93507,0.04601,0.24549,0.08773,0.000199,0.000199,0.000199
